ds,yhat,sku_id,qty_total,revenue,price,forecasted_revenue,abs_error,pct_error,weighted_error
2025-02-24,6.081672763890127,35760808536,5,390.6,78.12,475.1002763150968,1.0816727638901273,0.21633455277802546,422.5013815754838
2025-02-17,5.895968341972263,35760809177,6,0.0,0.0,0.0,0.10403165802773717,0.01733860967128953,0.0
2025-02-24,3.664245547490663,35760809177,4,2600.4,650.1,2382.12603042368,0.3357544525093372,0.0839386131273343,873.0958783052805
2025-02-17,0.028166700275279576,3576081009,0,0.0,0.0,0.0,0.028166700275279576,,0.0
2025-02-24,0.09774103748794363,3576081009,0,0.0,0.0,0.0,0.09774103748794363,,0.0
2025-02-17,0.4248511771054847,35760810972,0,0.0,0.0,0.0,0.4248511771054847,,0.0
2025-02-24,0.3989362702510038,35760810972,0,0.0,0.0,0.0,0.3989362702510038,,0.0
2025-02-17,7.629890328694111,3577564803,5,0.0,0.0,0.0,2.6298903286941107,0.5259780657388221,0.0
2025-02-24,5.7733790443027955,3577564803,7,16923.0,2417.5714285714284,13957.556223819458,1.2266209556972045,0.17523156509960064,20758.10643326379
2025-02-17,0.4388158217391006,35846511668,0,0.0,0.0,0.0,0.4388158217391006,,0.0
2025-02-24,0.6751758185268604,35846511668,0,0.0,0.0,0.0,0.6751758185268604,,0.0
2025-02-17,0.08509295559083588,43292170418,0,0.0,0.0,0.0,0.08509295559083588,,0.0
2025-02-24,0.06614653078084795,43292170418,0,0.0,0.0,0.0,0.06614653078084795,,0.0
2025-02-17,-0.006146500307425071,43292170792,2,0.0,0.0,-0.0,2.006146500307425,1.0030732501537125,0.0
2025-02-24,-0.029932813375928485,43292170792,0,0.0,0.0,-0.0,0.029932813375928485,,0.0
2025-02-17,0.33843484131371815,43464179063,0,0.0,0.0,0.0,0.33843484131371815,,0.0
2025-02-24,0.20575762166445244,43464179063,0,0.0,0.0,0.0,0.20575762166445244,,0.0
2025-02-17,5.132556314178643,41273567751,0,0.0,0.0,0.0,5.132556314178643,,0.0
2025-02-24,5.2978433113459955,41273567751,0,0.0,0.0,0.0,5.2978433113459955,,0.0
2025-02-17,1.382676856562226,41273568614,0,0.0,0.0,0.0,1.382676856562226,,0.0
2025-02-24,1.6074175117989191,41273568614,1,0.0,0.0,0.0,0.6074175117989191,0.6074175117989191,0.0
2025-02-17,0.8871849684793865,41276985638,0,3899.7,0.0,0.0,0.8871849684793865,,3459.7552215790633
2025-02-24,0.6155395114246976,41276985638,3,10619.1,3539.7000000000003,2178.8252085900026,2.3844604885753022,0.794820162858434,25320.824374229993
2025-02-17,10.291609866444851,41491392694,17,11149.5,655.8529411764706,6749.78260034864,6.708390133555149,0.39461118432677345,74795.19579407314
2025-02-24,8.773687535207046,41491392694,7,7134.0,1019.1428571428571,8941.64098230958,1.7736875352070456,0.25338393360100653,12653.486876167062
2025-02-17,3.111106239797561,41491392968,3,650.4,216.79999999999998,674.4878327881112,0.11110623979756085,0.03703541326585361,72.26349836433357
2025-02-24,2.78238025559658,41491392968,3,1951.2,650.4,1809.6601182400157,0.2176197444034198,0.07253991480113993,424.61964527995275
2025-02-17,5.69168768193481,41491393273,3,2577.6,859.1999999999999,4890.298056318388,2.69168768193481,0.8972292273116033,6938.0941689551655
2025-02-24,5.199477982348868,41491393273,1,644.4,644.4,3350.5436118256102,4.199477982348868,4.199477982348868,2706.1436118256106
2025-02-17,2.702987519605275,41491394123,4,2136.6,534.15,1443.8007835971575,1.297012480394725,0.32425312009868124,2771.196865611369
2025-02-24,2.111600554656715,41491394123,4,2136.6,534.15,1127.9114362698842,1.888399445343285,0.47209986133582127,4034.7542549204627
2025-02-17,1.465394335069364,41513223318,0,0.0,0.0,0.0,1.465394335069364,,0.0
2025-02-24,1.1010412131250082,41513223318,4,6291.0,1572.75,1731.6625679423566,2.8989587868749918,0.7247396967187479,18237.349728230573
2025-02-17,0.765195152027844,41514786616,4,4194.0,1048.5,802.3071169011945,3.234804847972156,0.808701211993039,13566.771532395223
2025-02-24,0.6459746753111787,41514786616,0,4194.0,0.0,0.0,0.6459746753111787,,2709.2177882550836
2025-02-17,2.341578963752061,41515050363,6,2097.0,349.5,818.3818478313453,3.658421036247939,0.6097368393746565,7671.708913011928
2025-02-24,1.4504318006844408,41515050363,1,8388.0,8388.0,12166.221944141089,0.4504318006844408,0.4504318006844408,3778.2219441410894
2025-02-17,-0.29286566244024953,33252040650,0,1749.0,0.0,-0.0,0.29286566244024953,,512.2220436079964
2025-02-24,-0.16667897023510025,33252040650,0,0.0,0.0,-0.0,0.16667897023510025,,0.0
2025-02-17,-0.2065777067652671,33258093744,0,0.0,0.0,-0.0,0.2065777067652671,,0.0
2025-02-24,-0.3468092940657824,33258093744,0,0.0,0.0,-0.0,0.3468092940657824,,0.0
2025-02-17,0.2883005799040521,33258116228,0,1749.0,0.0,0.0,0.2883005799040521,,504.2377142521871
2025-02-24,0.06711952433367259,33258116228,0,3498.0,0.0,0.0,0.06711952433367259,,234.78409611918673
2025-02-17,0.09089658629034814,33258136093,0,0.0,0.0,0.0,0.09089658629034814,,0.0
2025-02-24,0.1541730909400415,33258136093,0,0.0,0.0,0.0,0.1541730909400415,,0.0
2025-02-17,-0.03949070893265835,33300624449,0,0.0,0.0,-0.0,0.03949070893265835,,0.0
2025-02-24,-0.3818679597827031,33300624449,0,0.0,0.0,-0.0,0.3818679597827031,,0.0
2025-02-17,1.0919662920206716,33300985333,0,2629.2,0.0,0.0,1.0919662920206716,,2870.9977749807495
2025-02-24,0.6720083504671173,33300985333,0,0.0,0.0,0.0,0.6720083504671173,,0.0
2025-02-17,-0.1381503928500516,27095798175,1,0.0,0.0,-0.0,1.1381503928500516,1.1381503928500516,0.0
2025-02-24,-0.2908039424076101,27095798175,0,664.5,0.0,-0.0,0.2908039424076101,,193.2392197298569
2025-02-17,2.317495880991698,2709580011,1,0.0,0.0,0.0,1.317495880991698,1.317495880991698,0.0
2025-02-24,3.06901202528001,2709580011,0,669.3,0.0,0.0,3.06901202528001,,2054.0897485199107
2025-02-17,0.4516109249655396,27095801676,1,0.0,0.0,0.0,0.5483890750344604,0.5483890750344604,0.0
2025-02-24,-0.15577546770716774,27095801676,0,486.0,0.0,-0.0,0.15577546770716774,,75.70687730568352
2025-02-17,0.9379650477810616,2709580215,0,0.0,0.0,0.0,0.9379650477810616,,0.0
2025-02-24,0.9662679163112071,2709580215,0,0.0,0.0,0.0,0.9662679163112071,,0.0
2025-02-17,0.5455587772225121,27095803613,0,0.0,0.0,0.0,0.5455587772225121,,0.0
2025-02-24,0.7244505353465274,27095803613,3,0.0,0.0,0.0,2.275549464653473,0.7585164882178242,0.0
2025-02-17,0.7464180923146078,27095804199,0,0.0,0.0,0.0,0.7464180923146078,,0.0
2025-02-24,1.15256749258642,27095804199,0,0.0,0.0,0.0,1.15256749258642,,0.0
2025-02-17,1.310789130794324,27095805681,1,537.6,537.6,704.6802367150286,0.310789130794324,0.310789130794324,167.0802367150286
2025-02-24,0.9184112586584765,27095805681,0,537.6,0.0,0.0,0.9184112586584765,,493.737892654797
2025-02-17,0.2989616597397996,27095807110,0,0.0,0.0,0.0,0.2989616597397996,,0.0
2025-02-24,-0.10643058786841664,27095807110,0,0.0,0.0,-0.0,0.10643058786841664,,0.0
2025-02-17,5.759385548060897,27095807671,0,945.3,0.0,0.0,5.759385548060897,,5444.347158581966
2025-02-24,3.8113497704236456,27095807671,4,2174.4,543.6,2071.8497352022937,0.18865022957635436,0.04716255739408859,410.20105919082494
2025-02-17,0.18861644568602434,27095808173,0,0.0,0.0,0.0,0.18861644568602434,,0.0
2025-02-24,-0.06291383839490888,27095808173,0,0.0,0.0,-0.0,0.06291383839490888,,0.0
